@relation 'if(A1>0.5 || A2>0.7 || A3<0.4) then 1 else 0-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Add-TNOM-NA1==B2of2 and A2==B2of2-L0,1-C6-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==B2of2 and A3==B2of2-L0,1-C7-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==B2of2 and A3==B2of2-L0,1-C8-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==B2of2 or A2==B2of2-L0,1-C9-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==B2of2 or A3==B2of2-L0,1-C10-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==B2of2 or A3==B2of2-L0,1-C11-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==B2of2 equ A2==B2of2-L0,1-C12-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==B2of2 equ A3==B2of2-L0,1-C13-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==B2of2 equ A3==B2of2-L0,1-C14-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==B2of2 xor A2==B2of2-L0,1-C15-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==B2of2 xor A3==B2of2-L0,1-C16-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==B2of2 xor A3==B2of2-L0,1-C17-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==B2of2 impl A2==B2of2-L0,1-C18-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==B2of2 impl A3==B2of2-L0,1-C19-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==B2of2 impl A3==B2of2-L0,1-C20-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==B2of2 and A2==B2of2 and A3==B2of2-L0,1-C21-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==B2of2 or A2==B2of2 or A3==B2of2-L0,1-C22-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(A1 <= 0.5) and (A3 >= 0.4)-L0,1-C23-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(A1 <= 0.5) and (A2 <= 0.7)-L0,1-C24-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(A3 >= 0.44) and (A2 <= 0.68) and (A2 >= 0.11)-L0,1-C25-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(A1 <= 0.5) and (A3 >= 0.4) and (A2 <= 0.7)-L0,1-C26-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((A1 <= 0.5) and (A3 >= 0.4))-L0,1,2-C27-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((A1 <= 0.5) and (A2 <= 0.7))-L0,1,2-C28-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((A3 >= 0.44) and (A2 <= 0.68) and (A2 >= 0.11))-L0,1,2,3-C29-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((A1 <= 0.5) and (A3 >= 0.4) and (A2 <= 0.7))-L0,1,2,3-C30-W1.0-weka.filters.unsupervised.attribute.Add-NA1 ADD A2-C31-W1.0-weka.filters.unsupervised.attribute.Add-NA2 ADD A3-C32-W1.0-weka.filters.unsupervised.attribute.Add-NA1 ADD A3-C33-W1.0-weka.filters.unsupervised.attribute.Add-NA1 SUBTRACT A2-C34-W1.0-weka.filters.unsupervised.attribute.Add-NA2 SUBTRACT A3-C35-W1.0-weka.filters.unsupervised.attribute.Add-NA1 SUBTRACT A3-C36-W1.0-weka.filters.unsupervised.attribute.Add-NA1 DIVIDE A2-C37-W1.0-weka.filters.unsupervised.attribute.Add-NA2 DIVIDE A1-C38-W1.0-weka.filters.unsupervised.attribute.Add-NA2 DIVIDE A3-C39-W1.0-weka.filters.unsupervised.attribute.Add-NA3 DIVIDE A2-C40-W1.0-weka.filters.unsupervised.attribute.Add-NA1 DIVIDE A3-C41-W1.0-weka.filters.unsupervised.attribute.Add-NA3 DIVIDE A1-C42-W1.0-weka.filters.unsupervised.attribute.Add-NA1 MULTIPLY A2-C43-W1.0-weka.filters.unsupervised.attribute.Add-NA2 MULTIPLY A3-C44-W1.0-weka.filters.unsupervised.attribute.Add-NA1 MULTIPLY A3-C45-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 LESSTHAN A2-L0,1-C46-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 LESSTHAN A3-L0,1-C47-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 LESSTHAN A3-L0,1-C48-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 DIFF A2-L0,1-C49-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 DIFF A3-L0,1-C50-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 DIFF A3-L0,1-C51-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A2-L\'(-inf-0.505]\'_x_\'(-inf-0.705]\',\'(-inf-0.505]\'_x_\'(0.705-inf)\',\'(0.505-inf)\'_x_\'(-inf-0.705]\',\'(0.505-inf)\'_x_\'(0.705-inf)\'-C52-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2_x_A3-L\'(-inf-0.705]\'_x_\'(-inf-0.395]\',\'(-inf-0.705]\'_x_\'(0.395-inf)\',\'(0.705-inf)\'_x_\'(-inf-0.395]\',\'(0.705-inf)\'_x_\'(0.395-inf)\'-C53-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A3-L\'(-inf-0.505]\'_x_\'(-inf-0.395]\',\'(-inf-0.505]\'_x_\'(0.395-inf)\',\'(0.505-inf)\'_x_\'(-inf-0.395]\',\'(0.505-inf)\'_x_\'(0.395-inf)\'-C54-W1.0'

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute 'A1==B2of2 and A2==B2of2' {0,1}
@attribute 'A2==B2of2 and A3==B2of2' {0,1}
@attribute 'A1==B2of2 and A3==B2of2' {0,1}
@attribute 'A1==B2of2 or A2==B2of2' {0,1}
@attribute 'A2==B2of2 or A3==B2of2' {0,1}
@attribute 'A1==B2of2 or A3==B2of2' {0,1}
@attribute 'A1==B2of2 equ A2==B2of2' {0,1}
@attribute 'A2==B2of2 equ A3==B2of2' {0,1}
@attribute 'A1==B2of2 equ A3==B2of2' {0,1}
@attribute 'A1==B2of2 xor A2==B2of2' {0,1}
@attribute 'A2==B2of2 xor A3==B2of2' {0,1}
@attribute 'A1==B2of2 xor A3==B2of2' {0,1}
@attribute 'A1==B2of2 impl A2==B2of2' {0,1}
@attribute 'A2==B2of2 impl A3==B2of2' {0,1}
@attribute 'A1==B2of2 impl A3==B2of2' {0,1}
@attribute 'A1==B2of2 and A2==B2of2 and A3==B2of2' {0,1}
@attribute 'A1==B2of2 or A2==B2of2 or A3==B2of2' {0,1}
@attribute '(A1 <= 0.5) and (A3 >= 0.4)' {0,1}
@attribute '(A1 <= 0.5) and (A2 <= 0.7)' {0,1}
@attribute '(A3 >= 0.44) and (A2 <= 0.68) and (A2 >= 0.11)' {0,1}
@attribute '(A1 <= 0.5) and (A3 >= 0.4) and (A2 <= 0.7)' {0,1}
@attribute 'num-of-N((A1 <= 0.5) and (A3 >= 0.4))' {0,1,2}
@attribute 'num-of-N((A1 <= 0.5) and (A2 <= 0.7))' {0,1,2}
@attribute 'num-of-N((A3 >= 0.44) and (A2 <= 0.68) and (A2 >= 0.11))' {0,1,2,3}
@attribute 'num-of-N((A1 <= 0.5) and (A3 >= 0.4) and (A2 <= 0.7))' {0,1,2,3}
@attribute 'A1 ADD A2' numeric
@attribute 'A2 ADD A3' numeric
@attribute 'A1 ADD A3' numeric
@attribute 'A1 SUBTRACT A2' numeric
@attribute 'A2 SUBTRACT A3' numeric
@attribute 'A1 SUBTRACT A3' numeric
@attribute 'A1 DIVIDE A2' numeric
@attribute 'A2 DIVIDE A1' numeric
@attribute 'A2 DIVIDE A3' numeric
@attribute 'A3 DIVIDE A2' numeric
@attribute 'A1 DIVIDE A3' numeric
@attribute 'A3 DIVIDE A1' numeric
@attribute 'A1 MULTIPLY A2' numeric
@attribute 'A2 MULTIPLY A3' numeric
@attribute 'A1 MULTIPLY A3' numeric
@attribute 'A1 LESSTHAN A2' {0,1}
@attribute 'A2 LESSTHAN A3' {0,1}
@attribute 'A1 LESSTHAN A3' {0,1}
@attribute 'A1 DIFF A2' {0,1}
@attribute 'A2 DIFF A3' {0,1}
@attribute 'A1 DIFF A3' {0,1}
@attribute A1_x_A2 {'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.505]\'_x_\'(0.705-inf)\'','\'(0.505-inf)\'_x_\'(-inf-0.705]\'','\'(0.505-inf)\'_x_\'(0.705-inf)\''}
@attribute A2_x_A3 {'\'(-inf-0.705]\'_x_\'(-inf-0.395]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(0.705-inf)\'_x_\'(-inf-0.395]\'','\'(0.705-inf)\'_x_\'(0.395-inf)\''}
@attribute A1_x_A3 {'\'(-inf-0.505]\'_x_\'(-inf-0.395]\'','\'(-inf-0.505]\'_x_\'(0.395-inf)\'','\'(0.505-inf)\'_x_\'(-inf-0.395]\'','\'(0.505-inf)\'_x_\'(0.395-inf)\''}
@attribute class {0,1}

@data
0.38,0.03,0.04,0,0.92,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,2,1,2,0.41,0.07,0.42,0.35,-0.01,0.34,12.666667,0.078947,0.75,1.333333,9.5,0.105263,0.0114,0.0012,0.0152,0,1,0,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(-inf-0.395]\'','\'(-inf-0.505]\'_x_\'(-inf-0.395]\'',1
0.49,0.41,0.15,0.18,0.37,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,2,2,2,0.9,0.56,0.64,0.08,0.26,0.34,1.195122,0.836735,2.733333,0.365854,3.266667,0.306122,0.2009,0.0615,0.0735,0,0,0,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(-inf-0.395]\'','\'(-inf-0.505]\'_x_\'(-inf-0.395]\'',1
0.97,0.77,0.65,0.02,0.77,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,2,1,1.74,1.42,1.62,0.2,0.12,0.32,1.25974,0.793814,1.184615,0.844156,1.492308,0.670103,0.7469,0.5005,0.6305,0,0,0,1,1,1,'\'(0.505-inf)\'_x_\'(0.705-inf)\'','\'(0.705-inf)\'_x_\'(0.395-inf)\'','\'(0.505-inf)\'_x_\'(0.395-inf)\'',1
0.27,0.6,0.3,0.24,0.96,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,2,2,2,0.87,0.9,0.57,-0.33,0.3,-0.03,0.45,2.222222,2,0.5,0.9,1.111111,0.162,0.18,0.081,1,0,1,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(-inf-0.395]\'','\'(-inf-0.505]\'_x_\'(-inf-0.395]\'',1
0.39,0.21,0.69,0.94,0.11,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,2,2,3,3,0.6,0.9,1.08,0.18,-0.48,-0.3,1.857143,0.538462,0.304348,3.285714,0.565217,1.769231,0.0819,0.1449,0.2691,0,1,1,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(-inf-0.505]\'_x_\'(0.395-inf)\'',0
0.84,0.56,0.25,0.94,0.49,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,2,1,1.4,0.81,1.09,0.28,0.31,0.59,1.5,0.666667,2.24,0.446429,3.36,0.297619,0.4704,0.14,0.21,0,0,0,1,1,1,'\'(0.505-inf)\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(-inf-0.395]\'','\'(0.505-inf)\'_x_\'(-inf-0.395]\'',1
0.5,0.16,0.83,0.14,0.86,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,2,2,3,3,0.66,0.99,1.33,0.34,-0.67,-0.33,3.125,0.32,0.192771,5.1875,0.60241,1.66,0.08,0.1328,0.415,0,1,1,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(-inf-0.505]\'_x_\'(0.395-inf)\'',0
0.28,0.32,0.71,0.05,0.97,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,2,2,3,3,0.6,1.03,0.99,-0.04,-0.39,-0.43,0.875,1.142857,0.450704,2.21875,0.394366,2.535714,0.0896,0.2272,0.1988,1,1,1,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(-inf-0.505]\'_x_\'(0.395-inf)\'',0
0.75,0.99,0.33,0.18,0.01,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1.74,1.32,1.08,-0.24,0.66,0.42,0.757576,1.32,3,0.333333,2.272727,0.44,0.7425,0.3267,0.2475,1,0,0,1,1,1,'\'(0.505-inf)\'_x_\'(0.705-inf)\'','\'(0.705-inf)\'_x_\'(-inf-0.395]\'','\'(0.505-inf)\'_x_\'(-inf-0.395]\'',1
0.68,0.91,0.04,0.73,0.4,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1.59,0.95,0.72,-0.23,0.87,0.64,0.747253,1.338235,22.75,0.043956,17,0.058824,0.6188,0.0364,0.0272,1,0,0,1,1,1,'\'(0.505-inf)\'_x_\'(0.705-inf)\'','\'(0.705-inf)\'_x_\'(-inf-0.395]\'','\'(0.505-inf)\'_x_\'(-inf-0.395]\'',1
0.07,0.25,0,0.49,0.27,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,2,2,2,0.32,0.25,0.07,-0.18,0.25,0.07,0.28,3.571429,340282346638528860000000000000000000000,0,340282346638528860000000000000000000000,0,0.0175,0,0,1,0,0,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(-inf-0.395]\'','\'(-inf-0.505]\'_x_\'(-inf-0.395]\'',1
0.99,0.84,0.66,0.45,0.23,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,2,1,1.83,1.5,1.65,0.15,0.18,0.33,1.178571,0.848485,1.272727,0.785714,1.5,0.666667,0.8316,0.5544,0.6534,0,0,0,1,1,1,'\'(0.505-inf)\'_x_\'(0.705-inf)\'','\'(0.705-inf)\'_x_\'(0.395-inf)\'','\'(0.505-inf)\'_x_\'(0.395-inf)\'',1
0.49,0.44,0.29,0.54,0.94,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,2,2,2,0.93,0.73,0.78,0.05,0.15,0.2,1.113636,0.897959,1.517241,0.659091,1.689655,0.591837,0.2156,0.1276,0.1421,0,0,0,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(-inf-0.395]\'','\'(-inf-0.505]\'_x_\'(-inf-0.395]\'',1
0.12,0.03,0.85,0.54,0.48,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,2,2,2,3,0.15,0.88,0.97,0.09,-0.82,-0.73,4,0.25,0.035294,28.333333,0.141176,7.083333,0.0036,0.0255,0.102,0,1,1,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(-inf-0.505]\'_x_\'(0.395-inf)\'',0
0.9,0.41,0.71,0.97,0.11,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,3,2,1.31,1.12,1.61,0.49,-0.3,0.19,2.195122,0.455556,0.577465,1.731707,1.267606,0.788889,0.369,0.2911,0.639,0,1,0,1,1,1,'\'(0.505-inf)\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(0.505-inf)\'_x_\'(0.395-inf)\'',1
0.27,0.74,0.92,0.39,0.17,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,2,1,2,2,1.01,1.66,1.19,-0.47,-0.18,-0.65,0.364865,2.740741,0.804348,1.243243,0.293478,3.407407,0.1998,0.6808,0.2484,1,1,1,1,1,1,'\'(-inf-0.505]\'_x_\'(0.705-inf)\'','\'(0.705-inf)\'_x_\'(0.395-inf)\'','\'(-inf-0.505]\'_x_\'(0.395-inf)\'',1
0.8,0.19,0.93,0.64,0.28,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,3,2,0.99,1.12,1.73,0.61,-0.74,-0.13,4.210526,0.2375,0.204301,4.894737,0.860215,1.1625,0.152,0.1767,0.744,0,1,1,1,1,1,'\'(0.505-inf)\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(0.505-inf)\'_x_\'(0.395-inf)\'',1
0.81,0.35,0.71,0.69,0.97,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,3,2,1.16,1.06,1.52,0.46,-0.36,0.1,2.314286,0.432099,0.492958,2.028571,1.140845,0.876543,0.2835,0.2485,0.5751,0,1,0,1,1,1,'\'(0.505-inf)\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(0.505-inf)\'_x_\'(0.395-inf)\'',1
0.79,0.63,0.3,0.88,0.44,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,2,1,1.42,0.93,1.09,0.16,0.33,0.49,1.253968,0.797468,2.1,0.47619,2.633333,0.379747,0.4977,0.189,0.237,0,0,0,1,1,1,'\'(0.505-inf)\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(-inf-0.395]\'','\'(0.505-inf)\'_x_\'(-inf-0.395]\'',1
0.73,0.95,0.84,0.25,0.78,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,2,1,1.68,1.79,1.57,-0.22,0.11,-0.11,0.768421,1.30137,1.130952,0.884211,0.869048,1.150685,0.6935,0.798,0.6132,1,0,1,1,1,1,'\'(0.505-inf)\'_x_\'(0.705-inf)\'','\'(0.705-inf)\'_x_\'(0.395-inf)\'','\'(0.505-inf)\'_x_\'(0.395-inf)\'',1
0.75,0.47,0.17,0.12,0.46,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,2,1,1.22,0.64,0.92,0.28,0.3,0.58,1.595745,0.626667,2.764706,0.361702,4.411765,0.226667,0.3525,0.0799,0.1275,0,0,0,1,1,1,'\'(0.505-inf)\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(-inf-0.395]\'','\'(0.505-inf)\'_x_\'(-inf-0.395]\'',1
0.12,0.39,0.54,0.25,0.73,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,2,2,3,3,0.51,0.93,0.66,-0.27,-0.15,-0.42,0.307692,3.25,0.722222,1.384615,0.222222,4.5,0.0468,0.2106,0.0648,1,1,1,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(-inf-0.505]\'_x_\'(0.395-inf)\'',0
0.28,0.14,0,0.91,0.4,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,2,2,2,0.42,0.14,0.28,0.14,0.14,0.28,2,0.5,340282346638528860000000000000000000000,0,340282346638528860000000000000000000000,0,0.0392,0,0,0,0,0,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(-inf-0.395]\'','\'(-inf-0.505]\'_x_\'(-inf-0.395]\'',1
0.47,0.06,0.23,0.72,0.63,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,2,1,2,0.53,0.29,0.7,0.41,-0.17,0.24,7.833333,0.12766,0.26087,3.833333,2.043478,0.489362,0.0282,0.0138,0.1081,0,1,0,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(-inf-0.395]\'','\'(-inf-0.505]\'_x_\'(-inf-0.395]\'',1
0.86,0.09,0.58,0.42,0.55,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,2,2,0.95,0.67,1.44,0.77,-0.49,0.28,9.555556,0.104651,0.155172,6.444444,1.482759,0.674419,0.0774,0.0522,0.4988,0,1,0,1,1,1,'\'(0.505-inf)\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(0.505-inf)\'_x_\'(0.395-inf)\'',1
0.13,0.63,0.6,0.84,0.09,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,2,2,3,3,0.76,1.23,0.73,-0.5,0.03,-0.47,0.206349,4.846154,1.05,0.952381,0.216667,4.615385,0.0819,0.378,0.078,1,0,1,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(-inf-0.505]\'_x_\'(0.395-inf)\'',0
0.26,0.74,0.18,0.92,0.01,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0.92,0.44,-0.48,0.56,0.08,0.351351,2.846154,4.111111,0.243243,1.444444,0.692308,0.1924,0.1332,0.0468,1,0,0,1,1,1,'\'(-inf-0.505]\'_x_\'(0.705-inf)\'','\'(0.705-inf)\'_x_\'(-inf-0.395]\'','\'(-inf-0.505]\'_x_\'(-inf-0.395]\'',1
0.24,0.45,0.36,0.15,0.06,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,2,2,2,0.69,0.81,0.6,-0.21,0.09,-0.12,0.533333,1.875,1.25,0.8,0.666667,1.5,0.108,0.162,0.0864,1,0,1,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(-inf-0.395]\'','\'(-inf-0.505]\'_x_\'(-inf-0.395]\'',1
0.57,0.35,0.91,0.41,0.89,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,3,2,0.92,1.26,1.48,0.22,-0.56,-0.34,1.628571,0.614035,0.384615,2.6,0.626374,1.596491,0.1995,0.3185,0.5187,0,1,1,1,1,1,'\'(0.505-inf)\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(0.505-inf)\'_x_\'(0.395-inf)\'',1
0.78,0.53,0.51,0.58,0.3,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,3,2,1.31,1.04,1.29,0.25,0.02,0.27,1.471698,0.679487,1.039216,0.962264,1.529412,0.653846,0.4134,0.2703,0.3978,0,0,0,1,1,1,'\'(0.505-inf)\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(0.505-inf)\'_x_\'(0.395-inf)\'',1
0.41,0.29,0.13,0.7,0.58,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,2,2,2,0.7,0.42,0.54,0.12,0.16,0.28,1.413793,0.707317,2.230769,0.448276,3.153846,0.317073,0.1189,0.0377,0.0533,0,0,0,1,1,1,'\'(-inf-0.505]\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(-inf-0.395]\'','\'(-inf-0.505]\'_x_\'(-inf-0.395]\'',1
0.64,0.72,0.74,0.35,0.75,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,2,1,1.36,1.46,1.38,-0.08,-0.02,-0.1,0.888889,1.125,0.972973,1.027778,0.864865,1.15625,0.4608,0.5328,0.4736,1,1,1,1,1,1,'\'(0.505-inf)\'_x_\'(0.705-inf)\'','\'(0.705-inf)\'_x_\'(0.395-inf)\'','\'(0.505-inf)\'_x_\'(0.395-inf)\'',1
0.89,0.98,0.88,0.74,0.53,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,2,1,1.87,1.86,1.77,-0.09,0.1,0.01,0.908163,1.101124,1.113636,0.897959,1.011364,0.988764,0.8722,0.8624,0.7832,1,0,0,1,1,1,'\'(0.505-inf)\'_x_\'(0.705-inf)\'','\'(0.705-inf)\'_x_\'(0.395-inf)\'','\'(0.505-inf)\'_x_\'(0.395-inf)\'',1
0.67,0.09,0.17,0.98,0.35,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0.76,0.26,0.84,0.58,-0.08,0.5,7.444444,0.134328,0.529412,1.888889,3.941176,0.253731,0.0603,0.0153,0.1139,0,1,0,1,1,1,'\'(0.505-inf)\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(-inf-0.395]\'','\'(0.505-inf)\'_x_\'(-inf-0.395]\'',1
0.97,0.04,0.61,0.38,0.18,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,2,2,1.01,0.65,1.58,0.93,-0.57,0.36,24.25,0.041237,0.065574,15.25,1.590164,0.628866,0.0388,0.0244,0.5917,0,1,0,1,1,1,'\'(0.505-inf)\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(0.505-inf)\'_x_\'(0.395-inf)\'',1
0.18,0.88,0.58,0.72,0.48,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,2,1,2,2,1.06,1.46,0.76,-0.7,0.3,-0.4,0.204545,4.888889,1.517241,0.659091,0.310345,3.222222,0.1584,0.5104,0.1044,1,0,1,1,1,1,'\'(-inf-0.505]\'_x_\'(0.705-inf)\'','\'(0.705-inf)\'_x_\'(0.395-inf)\'','\'(-inf-0.505]\'_x_\'(0.395-inf)\'',1
0.81,0.54,0.93,0.62,0.15,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,3,2,1.35,1.47,1.74,0.27,-0.39,-0.12,1.5,0.666667,0.580645,1.722222,0.870968,1.148148,0.4374,0.5022,0.7533,0,1,1,1,1,1,'\'(0.505-inf)\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(0.505-inf)\'_x_\'(0.395-inf)\'',1
0.54,0.51,1,0.66,0.49,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,3,2,1.05,1.51,1.54,0.03,-0.49,-0.46,1.058824,0.944444,0.51,1.960784,0.54,1.851852,0.2754,0.51,0.54,0,1,1,1,1,1,'\'(0.505-inf)\'_x_\'(-inf-0.705]\'','\'(-inf-0.705]\'_x_\'(0.395-inf)\'','\'(0.505-inf)\'_x_\'(0.395-inf)\'',1
